Country_Region,Province_State,Country_id,Country,Region_id,Region
 Azerbaijan, Azerbaijan,AZE,Azerbaijan,AZE,Azerbaijan
Afghanistan,Afghanistan,AFG,Afghanistan,AFG,Afghanistan
Albania,Albania,ALB,Albania,ALB,Albania
Algeria,Algeria,DZA,Algeria,DZA,Algeria
Andorra,Andorra,AND,Andorra,AND,Andorra
Angola,Angola,AGO,Angola,AGO,Angola
Antigua and Barbuda,Antigua and Barbuda,ACA,Antigua and Barbuda,ACA,Antigua and Barbuda
Argentina,Argentina,ARG,Argentina,ARG,Argentina
Argentina,Autonomous City of Buenos Aires,ARG,Argentina,ARG,Argentina
Argentina,Buenos Aires,ARG,Argentina,ARG,Argentina
Argentina,Catamarca,ARG,Argentina,ARG,Argentina
Argentina,Chaco,ARG,Argentina,ARG,Argentina
Argentina,Chubut,ARG,Argentina,ARG,Argentina
Argentina,Cordoba,ARG,Argentina,ARG,Argentina
Argentina,Corrientes,ARG,Argentina,ARG,Argentina
Argentina,Entre Rios,ARG,Argentina,ARG,Argentina
Argentina,Formosa,ARG,Argentina,ARG,Argentina
Argentina,Jujuy,ARG,Argentina,ARG,Argentina
Argentina,La Pampa,ARG,Argentina,ARG,Argentina
Argentina,La Rioja,ARG,Argentina,ARG,Argentina
Argentina,Mendoza,ARG,Argentina,ARG,Argentina
Argentina,Misiones,ARG,Argentina,ARG,Argentina
Argentina,Neuquen,ARG,Argentina,ARG,Argentina
Argentina,Rio Negro,ARG,Argentina,ARG,Argentina
Argentina,Salta,ARG,Argentina,ARG,Argentina
Argentina,San Juan,ARG,Argentina,ARG,Argentina
Argentina,San Luis,ARG,Argentina,ARG,Argentina
Argentina,Santa Cruz,ARG,Argentina,ARG,Argentina
Argentina,Santa Fe,ARG,Argentina,ARG,Argentina
Argentina,Santiago del Estero,ARG,Argentina,ARG,Argentina
Argentina,Tierra del Fuego,ARG,Argentina,ARG,Argentina
Argentina,Tucuman,ARG,Argentina,ARG,Argentina
Armenia,Armenia,ARM,Armenia,ARM,Armenia
Aruba,Aruba,ABW,Aruba,ABW,Aruba
Australia,Australia,AUS,Australia,AUS,Australia
Australia,Australian Capital Territory,AUS,Australia,AU-ACT,Australian Capital Territory
Australia,Jervis Bay Territory,AUS,Australia,AU-JBT,Jervis Bay Territory
Australia,New South Wales,AUS,Australia,AU-NSW,New South Wales
Australia,Northern Territory,AUS,Australia,AU-NT,Northern Territory
Australia,Queensland,AUS,Australia,AU-QLD,Queensland
Australia,South Australia,AUS,Australia,AU-SA,South Australia
Australia,Tasmania,AUS,Australia,AU-TAS,Tasmania
Australia,Victoria,AUS,Australia,AU-VIC,Victoria
Australia,Western Australia,AUS,Australia,AU-WA,Western Australia
Austria,Austria,AUT,Austria,AUT,Austria
Azerbaijan,Azerbaijan,AZE,Azerbaijan,AZE,Azerbaijan
Bahamas,Bahamas,BHS,Bahamas,BHS,Bahamas
"Bahamas, The","Bahamas, The",BHS,Bahamas,BHS,Bahamas
Bahrain,Bahrain,BHR,Bahrain,BHR,Bahrain
Bangladesh,Bangladesh,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Barisal,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Chittagong,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Dhaka,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Khulna,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Mymensingh,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Rajshahi,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Rangpur,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Sylhet,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Unassigned,BGD,Bangladesh,BGD,Bangladesh
Bangladesh,Unknown,BGD,Bangladesh,BGD,Bangladesh
Barbados,Barbados,BRB,Barbados,BRB,Barbados
Belarus,Belarus,BLR,Belarus,BLR,Belarus
Belgium,Antwerp,BEL,Belgium,BE-VAN,Antwerp
Belgium,Belgium,BEL,Belgium,BEL,Belgium
Belgium,Brussels,BEL,Belgium,BE-BRU,Brussels
Belgium,East Flanders,BEL,Belgium,BE-VOV,East Flanders
Belgium,Flemish Brabant,BEL,Belgium,BE-VBR,Flemish Brabant
Belgium,Hainaut,BEL,Belgium,BE-WHT,Hainaut
Belgium,Liege,BEL,Belgium,BE-WLG,Liege
Belgium,Limburg,BEL,Belgium,BE-VLI,"Limburg, BE"
Belgium,Luxembourg,BEL,Belgium,BE-WLX,"Luxembourg, BE"
Belgium,Namur,BEL,Belgium,BE-WNA,Namur
Belgium,Walloon Brabant,BEL,Belgium,BE-WBR,Walloon Brabant
Belgium,West Flanders,BEL,Belgium,BE-VWV,West Flanders
Belize,Belize,BLZ,Belize,BLZ,Belize
Benin,Benin,BEN,Benin,BEN,Benin
Bhutan,Bhutan,BTN,Bhutan,BTN,Bhutan
Bolivia,Bolivia,BOL,Bolivia,BOL,Bolivia
Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina
Botswana,Botswana,BWA,Botswana,BWA,Botswana
Brazil,Acre,BRA,Brazil,BR-AC,Acre
Brazil,Alagoas,BRA,Brazil,BR-AL,Alagoas
Brazil,Amapa,BRA,Brazil,BR-AP,Amapa
Brazil,Amazonas,BRA,Brazil,BR-AM,"Amazonas, BR"
Brazil,Bahia,BRA,Brazil,BR-BA,Bahia
Brazil,Brazil,BRA,Brazil,BRA,Brazil
Brazil,Ceara,BRA,Brazil,BR-CE,Ceara
Brazil,Distrito Federal,BRA,Brazil,BR-DF,"Distrito Federal, BR"
Brazil,Espirito Santo,BRA,Brazil,BR-ES,Espirito Santo
Brazil,Goias,BRA,Brazil,BR-GO,Goias
Brazil,Maranhao,BRA,Brazil,BR-MA,Maranhao
Brazil,Mato Grosso,BRA,Brazil,BR-MT,Mato Grosso
Brazil,Mato Grosso do Sul,BRA,Brazil,BR-MS,Mato Grosso do Sul
Brazil,Minas Gerais,BRA,Brazil,BR-MG,Minas Gerais
Brazil,Para,BRA,Brazil,BR-PA,Para
Brazil,Paraiba,BRA,Brazil,BR-PB,Paraiba
Brazil,Parana,BRA,Brazil,BR-PR,Parana
Brazil,Pernambuco,BRA,Brazil,BR-PE,Pernambuco
Brazil,Piaui,BRA,Brazil,BR-PI,Piaui
Brazil,Rio de Janeiro,BRA,Brazil,BR-RJ,Rio de Janeiro
Brazil,Rio Grande do Norte,BRA,Brazil,BR-RN,Rio Grande do Norte
Brazil,Rio Grande do Sul,BRA,Brazil,BR-RS,Rio Grande do Sul
Brazil,Rondonia,BRA,Brazil,BR-RO,Rondonia
Brazil,Roraima,BRA,Brazil,BR-RR,Roraima
Brazil,Santa Catarina,BRA,Brazil,BR-SC,Santa Catarina
Brazil,Sao Paulo,BRA,Brazil,BR-SP,Sao Paulo
Brazil,Sergipe,BRA,Brazil,BR-SE,Sergipe
Brazil,Tocantins,BRA,Brazil,BR-TO,Tocantins
Brazil,Unassigned,BRA,Brazil,BRA,Brazil
Brunei,Brunei,BRN,Brunei,BRN,Brunei
Bulgaria,Bulgaria,BGR,Bulgaria,BGR,Bulgaria
Burkina Faso,Burkina Faso,BFA,Burkina Faso,BFA,Burkina Faso
Burma,Burma,MMR,Myanmar,MMR,Myanmar
Burundi,Burundi,BDI,Burundi,BDI,Burundi
Cabo Verde,Cabo Verde,CPV,Cabo Verde,CPV,Cabo Verde
Cambodia,Cambodia,KHM,Cambodia,KHM,Cambodia
Cameroon,Cameroon,CMR,Cameroon,CMR,Cameroon
Canada," Montreal, QC",CAN,Canada,CA-QC,Quebec
Canada,Alberta,CAN,Canada,CA-AB,Alberta
Canada,British Columbia,CAN,Canada,CA-BC,British Columbia
Canada,"Calgary, Alberta",CAN,Canada,CA-AB,Alberta
Canada,Canada,CAN,Canada,CAN,Canada
Canada,"Edmonton, Alberta",CAN,Canada,CA-AB,Alberta
Canada,"London, ON",CAN,Canada,CA-ON,Ontario
Canada,Manitoba,CAN,Canada,CA-MB,Manitoba
Canada,New Brunswick,CAN,Canada,CA-NB,New Brunswick
Canada,Newfoundland and Labrador,CAN,Canada,CA-NL,Newfoundland and Labrador
Canada,Northwest Territories,CAN,Canada,CA-NT,Northwest Territories
Canada,Nova Scotia,CAN,Canada,CA-NS,Nova Scotia
Canada,Nunavut,CAN,Canada,CA-NU,Nunavut
Canada,Ontario,CAN,Canada,CA-ON,Ontario
Canada,Prince Edward Island,CAN,Canada,CA-PE,Prince Edward Island
Canada,Quebec,CAN,Canada,CA-QC,Quebec
Canada,Saskatchewan,CAN,Canada,CA-SK,Saskatchewan
Canada,"Toronto, ON",CAN,Canada,CA-ON,Ontario
Canada,Yukon,CAN,Canada,CA-YT,Yukon
Cape Verde,Cape Verde,CPV,Cape Verde,CPV,Cape Verde
Cayman Islands,Cayman Islands,CYM,Cayman Is.,CYM,Cayman Is.
Central African Republic,Central African Republic,CAF,Central African Rep.,CAF,Central African Rep.
Chad,Chad,TCD,Chad,TCD,Chad
Channel Islands,Channel Islands,JEY,Jersey,JEY,Jersey
Chile,Antofagasta,CHX,Chile,CL-AN,Antofagasta
Chile,Araucania,CHX,Chile,CL-AR,Araucania
Chile,Arica y Parinacota,CHX,Chile,CL-AP,Arica y Parinacota
Chile,Atacama,CHX,Chile,CL-AT,Atacama
Chile,Aysen,CHX,Chile,CL-AI,Aysen
Chile,Biobio,CHX,Chile,CL-BI,Biobio
Chile,Chile,CHX,Chile,CHX,Chile
Chile,Coquimbo,CHX,Chile,CL-CO,Coquimbo
Chile,Los Lagos,CHX,Chile,CL-LL,Los Lagos
Chile,Los Rios,CHX,Chile,CL-LR,Los Rios
Chile,Magallanes,CHX,Chile,CL-MA,Magallanes
Chile,Maule,CHX,Chile,CL-ML,Maule
Chile,Metropolitana,CHX,Chile,CL-RM,Metropolitana
Chile,Nuble,CHX,Chile,CL-BI,Biobio
Chile,OHiggins,CHX,Chile,CL-LI,OHiggins
Chile,Tarapaca,CHX,Chile,CL-TA,Tarapaca
Chile,Valparaiso,CHX,Chile,CL-VS,Valparaiso
China,Anhui,CHI,China,CN-34,Anhui
China,Beijing,CHI,China,CN-11,Beijing
China,China,CHI,China,CHI,China
China,Chongqing,CHI,China,CN-50,Chongqing
China,Fujian,CHI,China,CN-35,Fujian
China,Gansu,CHI,China,CN-62,Gansu
China,Guangdong,CHI,China,CN-44,Guangdong
China,Guangxi,CHI,China,CN-45,Guangxi
China,Guizhou,CHI,China,CN-52,Guizhou
China,Hainan,CHI,China,CN-46,Hainan
China,Hebei,CHI,China,CN-13,Hebei
China,Heilongjiang,CHI,China,CN-23,Heilongjiang
China,Henan,CHI,China,CN-41,Henan
China,Hong Kong,CHI,China,HKG,Hong Kong
China,Hubei,CHI,China,CN-42,Hubei
China,Hunan,CHI,China,CN-43,Hunan
China,Inner Mongolia,CHI,China,CN-15,Inner Mongolia
China,Jiangsu,CHI,China,CN-32,Jiangsu
China,Jiangxi,CHI,China,CN-36,Jiangxi
China,Jilin,CHI,China,CN-22,Jilin
China,Liaoning,CHI,China,CN-21,Liaoning
China,Macau,CHI,China,MAC,Macau
China,Ningxia,CHI,China,CN-64,Ningxia
China,Qinghai,CHI,China,CN-63,Qinghai
China,Shaanxi,CHI,China,CN-61,Shaanxi
China,Shandong,CHI,China,CN-37,Shandong
China,Shanghai,CHI,China,CN-31,Shanghai
China,Shanxi,CHI,China,CN-14,Shanxi
China,Sichuan,CHI,China,CN-51,Sichuan
China,Tianjin,CHI,China,CN-12,Tianjin
China,Tibet,CHI,China,CN-54,Tibet
China,Xinjiang,CHI,China,CN-65,Xinjiang
China,Yunnan,CHI,China,CN-53,Yunnan
China,Zhejiang,CHI,China,CN-33,Zhejiang
Colombia,Amazonas,COL,Colombia,CO-AMA,"Amazonas, CO"
Colombia,Antioquia,COL,Colombia,CO-ANT,Antioquia
Colombia,Arauca,COL,Colombia,CO-ARA,Arauca
Colombia,Atlantico,COL,Colombia,CO-ATL,Atlantico
Colombia,Bolivar,COL,Colombia,CO-BOL,Bolivar
Colombia,Boyaca,COL,Colombia,CO-BOY,Boyaca
Colombia,Caldas,COL,Colombia,CO-CAL,Caldas
Colombia,Capital District,COL,Colombia,CO-BOG,Bogota
Colombia,Caqueta,COL,Colombia,CO-CAQ,Caqueta
Colombia,Casanare,COL,Colombia,CO-CAS,Casanare
Colombia,Cauca,COL,Colombia,CO-CAU,Cauca
Colombia,Cesar,COL,Colombia,CO-CES,Cesar
Colombia,Choco,COL,Colombia,CO-CHO,Choco
Colombia,Colombia,COL,Colombia,COL,Colombia
Colombia,Cordoba,COL,Colombia,CO-COR,Cordoba
Colombia,Cundinamarca,COL,Colombia,CO-CUN,Cundinamarca
Colombia,Guainia,COL,Colombia,CO-GUA,Guainia
Colombia,Guaviare,COL,Colombia,CO-GUV,Guaviare
Colombia,Huila,COL,Colombia,CO-HUI,Huila
Colombia,La Guajira,COL,Colombia,CO-LAG,La Guajira
Colombia,Magdalena,COL,Colombia,CO-MAG,Magdalena
Colombia,Meta,COL,Colombia,CO-MET,Meta
Colombia,Narino,COL,Colombia,CO-NAR,Narino
Colombia,Norte de Santander,COL,Colombia,CO-NSA,Norte de Santander
Colombia,Putumayo,COL,Colombia,CO-PUT,Putumayo
Colombia,Quindio,COL,Colombia,CO-QUI,Quindio
Colombia,Risaralda,COL,Colombia,CO-RIS,Risaralda
Colombia,San Andres y Providencia,COL,Colombia,CO-SAP,San Andres y Providencia
Colombia,Santander,COL,Colombia,CO-SAN,Santander
Colombia,Sucre,COL,Colombia,CO-SUC,Sucre
Colombia,Tolima,COL,Colombia,CO-TOL,Tolima
Colombia,Unassigned,COL,Colombia,COL,Colombia
Colombia,Unknown,COL,Colombia,COL,Colombia
Colombia,Valle del Cauca,COL,Colombia,CO-VAC,Valle del Cauca
Colombia,Vaupes,COL,Colombia,CO-VAU,Vaupes
Colombia,Vichada,COL,Colombia,CO-VID,Vichada
Comoros,Comoros,COM,Comoros,COM,Comoros
Congo (Brazzaville),Congo (Brazzaville),COG,Congo (Brazzaville),COG,Congo (Brazzaville)
Congo (Kinshasa),Congo (Kinshasa),COD,Congo (Kinshasa),COD,Congo (Kinshasa)
Costa Rica,Costa Rica,CRI,Costa Rica,CRI,Costa Rica
Cote d'Ivoire,Cote d'Ivoire,CIV,Ivory Coast,CIV,Ivory Coast
Croatia,Croatia,HRV,Croatia,HRV,Croatia
Cuba,Cuba,CUB,Cuba,CUB,Cuba
Curacao,Curacao,CUW,Curacao,CUW,Curacao
Cyprus,Cyprus,CYP,Cyprus,CYP,Cyprus
Czech Republic,Czech Republic,CZE,Czechia,CZE,Czechia
Czechia,Czechia,CZE,Czechia,CZE,Czechia
Czechia,Jihocesky,CZE,Czechia,CZE,Czechia
Czechia,Jihomoravsky,CZE,Czechia,CZE,Czechia
Czechia,Karlovarsky,CZE,Czechia,CZE,Czechia
Czechia,Kralovehradecky,CZE,Czechia,CZE,Czechia
Czechia,Liberecky,CZE,Czechia,CZE,Czechia
Czechia,Moravskoslezsky,CZE,Czechia,CZE,Czechia
Czechia,Olomoucky,CZE,Czechia,CZE,Czechia
Czechia,Pardubicky,CZE,Czechia,CZE,Czechia
Czechia,Plzensky,CZE,Czechia,CZE,Czechia
Czechia,Prague,CZE,Czechia,CZE,Czechia
Czechia,Stredocesky,CZE,Czechia,CZE,Czechia
Czechia,Unassigned,CZE,Czechia,CZE,Czechia
Czechia,Unknown,CZE,Czechia,CZE,Czechia
Czechia,Ustecky,CZE,Czechia,CZE,Czechia
Czechia,Vysocina,CZE,Czechia,CZE,Czechia
Czechia,Zlinsky,CZE,Czechia,CZE,Czechia
Denmark,Denmark,DNK,Denmark,DNK,Denmark
Denmark,Faroe Islands,FRO,Faroe Islands,FRO,Faroe Islands
Denmark,Greenland,GRL,Greenland,GRL,Greenland
Djibouti,Djibouti,DJI,Djibouti,DJI,Djibouti
Dominica,Dominica,DMA,Dominica,DMA,Dominica
Dominican Republic,Dominican Republic,DOM,Dominican Republic,DOM,Dominican Republic
East Timor,East Timor,TLX,East Timor,TLX,East Timor
Ecuador,Ecuador,ECD,Ecuador,ECD,Ecuador
Egypt,Egypt,EGY,Egypt,EGY,Egypt
El Salvador,El Salvador,SLV,El Salvador,SLV,El Salvador
Equatorial Guinea,Equatorial Guinea,GNR,Equatorial Guinea,GNR,Equatorial Guinea
Eritrea,Eritrea,ERI,Eritrea,ERI,Eritrea
Estonia,Estonia,EST,Estonia,EST,Estonia
Eswatini,Eswatini,SWZ,eSwatini,SWZ,eSwatini
Ethiopia,Ethiopia,ETH,Ethiopia,ETH,Ethiopia
Faroe Islands,Faroe Islands,FRO,Faroe Islands,FRO,Faroe Islands
Fiji,Fiji,FJI,Fiji,FJI,Fiji
Finland,Finland,FIN,Finland,FIN,Finland
France,Fench Guiana,GUF,French Guiana,GUF,French Guiana
France,France,FXX,France,FXX,France
France,French Guiana,GUF,French Guiana,GUF,French Guiana
France,French Polynesia,PYF,French Polynesia,PYF,French Polynesia
France,Guadeloupe,GLP,Guadeloupe,GLP,Guadeloupe
France,Martinique,MTQ,Martinique,MTQ,Martinique
France,Mayotte,MYT,Mayotte,MYT,Mayotte
France,New Caledonia,NCL,New Caledonia,NCL,New Caledonia
France,Reunion,REU,Reunion,REU,Reunion
France,Saint Barthelemy,BLM,Saint Barthelemy,BLM,Saint Barthelemy
France,Saint Pierre and Miquelon,SPM,Saint Pierre and Miquelon,SPM,Saint Pierre and Miquelon
France,St Martin,MAF,St Martin,MAF,St Martin
France,Wallis and Futuna,WLF,Wallis and Futuna,WLF,Wallis and Futuna
French Guiana,French Guiana,GUF,French Guiana,GUF,French Guiana
Gabon,Gabon,GAB,Gabon,GAB,Gabon
Gambia,Gambia,GMB,Gambia,GMB,Gambia
"Gambia, The","Gambia, The",GMB,Gambia,GMB,Gambia
Georgia,Georgia,GEG,Georgia,GEG,Georgia
Germany,Baden-Wurttemberg,DEU,Germany,DE-BW,Baden-Wurttemberg
Germany,Bavaria,DEU,Germany,DE-BY,Bavaria
Germany,Bayern,DEU,Germany,DE-BY,Bavaria
Germany,Berlin,DEU,Germany,DE-BE,Berlin
Germany,Brandenburg,DEU,Germany,DE-BB,Brandenburg
Germany,Bremen,DEU,Germany,DE-HB,Bremen
Germany,Germany,DEU,Germany,DEU,Germany
Germany,Hamburg,DEU,Germany,DE-HH,Hamburg
Germany,Hessen,DEU,Germany,DE-HE,Hessen
Germany,Mecklenburg-Vorpommern,DEU,Germany,DE-MV,Mecklenburg-Vorpommern
Germany,Niedersachsen,DEU,Germany,DE-NI,Niedersachsen
Germany,Nordrhein-Westfalen,DEU,Germany,DE-NW,Nordrhein-Westfalen
Germany,Rheinland-Pfalz,DEU,Germany,DE-RP,Rheinland-Pfalz
Germany,Saarland,DEU,Germany,DE-SL,Saarland
Germany,Sachsen,DEU,Germany,DE-SN,Sachsen
Germany,Sachsen-Anhalt,DEU,Germany,DE-ST,Sachsen-Anhalt
Germany,Schleswig-Holstein,DEU,Germany,DE-SH,Schleswig-Holstein
Germany,Thuringen,DEU,Germany,DE-TH,Thuringen
Ghana,Ghana,GHA,Ghana,GHA,Ghana
Gibraltar,Gibraltar,GIB,Gibraltar,GIB,Gibraltar
Greece,Greece,GRC,Greece,GRC,Greece
Greenland,Greenland,GRL,Greenland,GRL,Greenland
Grenada,Grenada,GRD,Grenada,GRD,Grenada
Guadeloupe,Guadeloupe,GLP,Guadeloupe,GLP,Guadeloupe
Guam,Guam,GUM,Guam,GUM,Guam
Guatemala,Guatemala,GTM,Guatemala,GTM,Guatemala
Guernsey,Guernsey,GGG,Guernsey,GGG,Guernsey
Guinea,Guinea,GIN,Guinea,GIN,Guinea
Guinea-Bissau,Guinea-Bissau,GNB,Guinea-Bissau,GNB,Guinea-Bissau
Guyana,Guyana,GUY,Guyana,GUY,Guyana
Haiti,Haiti,HTI,Haiti,HTI,Haiti
Holy See,Holy See,VAT,Vatican,VAT,Vatican
Honduras,Honduras,HND,Honduras,HND,Honduras
Hong Kong,Hong Kong,HKG,Hong Kong,HKG,Hong Kong
Hong Kong SAR,Hong Kong,HKG,Hong Kong,HKG,Hong Kong
Hungary,Hungary,HUN,Hungary,HUN,Hungary
Iceland,Iceland,ISL,Iceland,ISL,Iceland
India,Andaman and Nicobar Islands,INX,India,IN-AN,Andaman and Nicobar Islands
India,Andhra Pradesh,INX,India,IN-AP,Andhra Pradesh
India,Arunachal Pradesh,INX,India,IN-AR,Arunachal Pradesh
India,Assam,INX,India,IN-AS,Assam
India,Bihar,INX,India,IN-BR,Bihar
India,Chandigarh,INX,India,IN-CH,Chandigarh
India,Chhattisgarh,INX,India,IN-CT,Chhattisgarh
India,Dadar Nagar Haveli,INX,India,IN-DD,Dadra and Nagar Haveli and Daman and Diu
India,Dadra and Nagar Haveli and Daman and Diu,INX,India,IN-DD,Dadra and Nagar Haveli and Daman and Diu
India,Delhi,INX,India,IN-DL,Delhi
India,Goa,INX,India,IN-GA,Goa
India,Gujarat,INX,India,IN-GJ,Gujarat
India,Haryana,INX,India,IN-HR,Haryana
India,Himachal Pradesh,INX,India,IN-HP,Himachal Pradesh
India,India,INX,India,INX,India
India,Jammu and Kashmir,INX,India,IN-JK,Jammu and Kashmir
India,Jharkhand,INX,India,IN-JH,Jharkhand
India,Karnataka,INX,India,IN-KA,Karnataka
India,Kerala,INX,India,IN-KL,Kerala
India,Ladakh,INX,India,IN-JK,Jammu and Kashmir
India,Lakshadweep,INX,India,IN-LD,Lakshadweep
India,Madhya Pradesh,INX,India,IN-MP,Madhya Pradesh
India,Maharashtra,INX,India,IN-MH,Maharashtra
India,Manipur,INX,India,IN-MN,Manipur
India,Meghalaya,INX,India,IN-ML,Meghalaya
India,Mizoram,INX,India,IN-MZ,Mizoram
India,Nagaland,INX,India,IN-NL,Nagaland
India,Odisha,INX,India,IN-OR,Odisha
India,Puducherry,INX,India,IN-PY,Puducherry
India,Punjab,INX,India,IN-PB,Punjab
India,Rajasthan,INX,India,IN-RJ,Rajasthan
India,Sikkim,INX,India,IN-SK,Sikkim
India,Tamil Nadu,INX,India,IN-TN,Tamil Nadu
India,Telangana,INX,India,IN-AP,Andhra Pradesh
India,Tripura,INX,India,IN-TR,Tripura
India,Unknown,INX,India,INX,India
India,Uttar Pradesh,INX,India,IN-UP,Uttar Pradesh
India,Uttarakhand,INX,India,IN-UT,Uttarakhand
India,West Bengal,INX,India,IN-WB,West Bengal
Indonesia,Indonesia,IDN,Indonesia,IDN,Indonesia
Iran,Iran,IRN,Iran,IRN,Iran
Iran (Islamic Republic of),Iran (Islamic Republic of),IRN,Iran,IRN,Iran
Iraq,Iraq,IRR,Iraq,IRR,Iraq
Ireland,Ireland,IRL,Ireland,IRL,Ireland
Israel,Israel,ISR,Israel,ISR,Israel
Italy,Abruzzo,ITA,Italy,IT-AB,Abruzzo
Italy,Basilicata,ITA,Italy,IT-BA,Basilicata
Italy,Calabria,ITA,Italy,IT-CL,Calabria
Italy,Campania,ITA,Italy,IT-CA,Campania
Italy,Emilia-Romagna,ITA,Italy,IT-RN,Emilia-Romagna
Italy,Friuli Venezia Giulia,ITA,Italy,IT-FR,Friuli Venezia Giulia
Italy,Italy,ITA,Italy,ITA,Italy
Italy,Lazio,ITA,Italy,IT-LA,Lazio
Italy,Liguria,ITA,Italy,IT-LI,Liguria
Italy,Lombardia,ITA,Italy,IT-LO,Lombardia
Italy,Marche,ITA,Italy,IT-MA,Marche
Italy,Molise,ITA,Italy,IT-MO,Molise
Italy,P.A. Bolzano,ITA,Italy,IT-BZ,PA Bolzano
Italy,P.A. Trento,ITA,Italy,IT-TN,PA Trento
Italy,Piemonte,ITA,Italy,IT-PI,Piemonte
Italy,Puglia,ITA,Italy,IT-AP,Puglia
Italy,Sardegna,ITA,Italy,IT-SA,Sardinia
Italy,Sicilia,ITA,Italy,IT-SI,Sicily
Italy,Toscana,ITA,Italy,IT-TO,Toscana
Italy,Umbria,ITA,Italy,IT-UM,Umbria
Italy,Valle d'Aosta,ITA,Italy,IT-AO,Valle d'Aosta
Italy,Veneto,ITA,Italy,IT-VE,Veneto
Ivory Coast,Ivory Coast,CIV,Ivory Coast,CIV,Ivory Coast
Jamaica,Jamaica,JAM,Jamaica,JAM,Jamaica
Japan,Aichi,JPN,Japan,JP-23,Aichi
Japan,Akita,JPN,Japan,JP-05,Akita
Japan,Aomori,JPN,Japan,JP-02,Aomori
Japan,Chiba,JPN,Japan,JP-12,Chiba
Japan,Ehime,JPN,Japan,JP-38,Ehime
Japan,Fukui,JPN,Japan,JP-18,Fukui
Japan,Fukuoka,JPN,Japan,JP-40,Fukuoka
Japan,Fukushima,JPN,Japan,JP-07,Fukushima
Japan,Gifu,JPN,Japan,JP-21,Gifu
Japan,Gunma,JPN,Japan,JP-10,Gunma
Japan,Hiroshima,JPN,Japan,JP-34,Hiroshima
Japan,Hokkaido,JPN,Japan,JP-01,Hokkaido
Japan,Hyogo,JPN,Japan,JP-28,Hyogo
Japan,Ibaraki,JPN,Japan,JP-08,Ibaraki
Japan,Ishikawa,JPN,Japan,JP-17,Ishikawa
Japan,Iwate,JPN,Japan,JP-03,Iwate
Japan,Japan,JPN,Japan,JPN,Japan
Japan,Kagawa,JPN,Japan,JP-37,Kagawa
Japan,Kagoshima,JPN,Japan,JP-46,Kagoshima
Japan,Kanagawa,JPN,Japan,JP-14,Kanagawa
