Country_Region,Province_State,Country_id,Country,Region_id,Region
Japan,Kochi,JPN,Japan,JP-39,Kochi
Japan,Kumamoto,JPN,Japan,JP-43,Kumamoto
Japan,Kyoto,JPN,Japan,JP-26,Kyoto
Japan,Mie,JPN,Japan,JP-24,Mie
Japan,Miyagi,JPN,Japan,JP-04,Miyagi
Japan,Miyazaki,JPN,Japan,JP-45,Miyazaki
Japan,Nagano,JPN,Japan,JP-20,Nagano
Japan,Nagasaki,JPN,Japan,JP-42,Nagasaki
Japan,Nara,JPN,Japan,JP-29,Nara
Japan,Niigata,JPN,Japan,JP-15,Niigata
Japan,Oita,JPN,Japan,JP-44,Oita
Japan,Okayama,JPN,Japan,JP-33,Okayama
Japan,Okinawa,JPN,Japan,JP-47,Okinawa
Japan,Osaka,JPN,Japan,JP-27,Osaka
Japan,Saga,JPN,Japan,JP-41,Saga
Japan,Saitama,JPN,Japan,JP-11,Saitama
Japan,Shiga,JPN,Japan,JP-25,Shiga
Japan,Shimane,JPN,Japan,JP-32,Shimane
Japan,Shizuoka,JPN,Japan,JP-22,Shizuoka
Japan,Tochigi,JPN,Japan,JP-09,Tochigi
Japan,Tokushima,JPN,Japan,JP-36,Tokushima
Japan,Tokyo,JPN,Japan,JP-13,Tokyo
Japan,Tottori,JPN,Japan,JP-31,Tottori
Japan,Toyama,JPN,Japan,JP-16,Toyama
Japan,Wakayama,JPN,Japan,JP-30,Wakayama
Japan,Yamagata,JPN,Japan,JP-06,Yamagata
Japan,Yamaguchi,JPN,Japan,JP-35,Yamaguchi
Japan,Yamanashi,JPN,Japan,JP-19,Yamanashi
Jersey,Jersey,JEY,Jersey,JEY,Jersey
Jordan,Jordan,JOR,Jordan,JOR,Jordan
Kazakhstan,Kazakhstan,KAZ,Kazakhstan,KAZ,Kazakhstan
Kenya,Baringo,KEN,Kenya,KEN,Kenya
Kenya,Bomet,KEN,Kenya,KEN,Kenya
Kenya,Bungoma,KEN,Kenya,KEN,Kenya
Kenya,Busia,KEN,Kenya,KEN,Kenya
Kenya,Elgeyo-Marakwet,KEN,Kenya,KEN,Kenya
Kenya,Embu,KEN,Kenya,KEN,Kenya
Kenya,Garissa,KEN,Kenya,KEN,Kenya
Kenya,Homa Bay,KEN,Kenya,KEN,Kenya
Kenya,Isiolo,KEN,Kenya,KEN,Kenya
Kenya,Kajiado,KEN,Kenya,KEN,Kenya
Kenya,Kakamega,KEN,Kenya,KEN,Kenya
Kenya,Kenya,KEN,Kenya,KEN,Kenya
Kenya,Kericho,KEN,Kenya,KEN,Kenya
Kenya,Kiambu,KEN,Kenya,KEN,Kenya
Kenya,Kilifi,KEN,Kenya,KEN,Kenya
Kenya,Kirinyaga,KEN,Kenya,KEN,Kenya
Kenya,Kisii,KEN,Kenya,KEN,Kenya
Kenya,Kisumu,KEN,Kenya,KEN,Kenya
Kenya,Kitui,KEN,Kenya,KEN,Kenya
Kenya,Kwale,KEN,Kenya,KEN,Kenya
Kenya,Laikipia,KEN,Kenya,KEN,Kenya
Kenya,Lamu,KEN,Kenya,KEN,Kenya
Kenya,Machakos,KEN,Kenya,KEN,Kenya
Kenya,Makueni,KEN,Kenya,KEN,Kenya
Kenya,Mandera,KEN,Kenya,KEN,Kenya
Kenya,Marsabit,KEN,Kenya,KEN,Kenya
Kenya,Meru,KEN,Kenya,KEN,Kenya
Kenya,Migori,KEN,Kenya,KEN,Kenya
Kenya,Mombasa,KEN,Kenya,KEN,Kenya
Kenya,Murang'a,KEN,Kenya,KEN,Kenya
Kenya,Nairobi,KEN,Kenya,KEN,Kenya
Kenya,Nakuru,KEN,Kenya,KEN,Kenya
Kenya,Nandi,KEN,Kenya,KEN,Kenya
Kenya,Narok,KEN,Kenya,KEN,Kenya
Kenya,Nyamira,KEN,Kenya,KEN,Kenya
Kenya,Nyandarua,KEN,Kenya,KEN,Kenya
Kenya,Nyeri,KEN,Kenya,KEN,Kenya
Kenya,Samburu,KEN,Kenya,KEN,Kenya
Kenya,Siaya,KEN,Kenya,KEN,Kenya
Kenya,Taitaâ€“Taveta,KEN,Kenya,KEN,Kenya
Kenya,Tana River,KEN,Kenya,KEN,Kenya
Kenya,Tharaka-Nithi,KEN,Kenya,KEN,Kenya
Kenya,Trans-Nzoia,KEN,Kenya,KEN,Kenya
Kenya,Turkana,KEN,Kenya,KEN,Kenya
Kenya,Uasin Gishu,KEN,Kenya,KEN,Kenya
Kenya,Vihiga,KEN,Kenya,KEN,Kenya
Kenya,Wajir,KEN,Kenya,KEN,Kenya
Kenya,West Pokot,KEN,Kenya,KEN,Kenya
Kiribati,Kiribati,KIR,Kiribati,KIR,Kiribati
"Korea, South","Korea, South",KOR,South Korea,KOR,South Korea
Kosovo,Kosovo,KOS,Kosovo,KOS,Kosovo
Kuwait,Kuwait,KWT,Kuwait,KWT,Kuwait
Kyrgyzstan,Kyrgyzstan,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan
Laos,Laos,LAO,Laos,LAO,Laos
Latvia,Latvia,LVA,Latvia,LVA,Latvia
Lebanon,Lebanon,LBN,Lebanon,LBN,Lebanon
Lesotho,Lesotho,LSO,Lesotho,LSO,Lesotho
Liberia,Liberia,LBR,Liberia,LBR,Liberia
Libya,Libya,LBY,Libya,LBY,Libya
Liechtenstein,Liechtenstein,LIE,Liechtenstein,LIE,Liechtenstein
Lithuania,Alytus,LTU,Lithuania,LTU,Lithuania
Lithuania,Kaunas,LTU,Lithuania,LTU,Lithuania
Lithuania,Klaipeda,LTU,Lithuania,LTU,Lithuania
Lithuania,Lithuania,LTU,Lithuania,LTU,Lithuania
Lithuania,Marijampole,LTU,Lithuania,LTU,Lithuania
Lithuania,Panevezys,LTU,Lithuania,LTU,Lithuania
Lithuania,Siauliai,LTU,Lithuania,LTU,Lithuania
Lithuania,Taurage,LTU,Lithuania,LTU,Lithuania
Lithuania,Telsiai,LTU,Lithuania,LTU,Lithuania
Lithuania,Unassigned,LTU,Lithuania,LTU,Lithuania
Lithuania,Unknown,LTU,Lithuania,LTU,Lithuania
Lithuania,Utena,LTU,Lithuania,LTU,Lithuania
Lithuania,Vilnius,LTU,Lithuania,LTU,Lithuania
Luxembourg,Luxembourg,LUX,Luxembourg,LUX,Luxembourg
Macao SAR,Macau,MAC,Macau,MAC,Macau
Macau,Macau,MAC,Macau,MAC,Macau
Madagascar,Madagascar,MDG,Madagascar,MDG,Madagascar
Mainland China,Anhui,CHI,China,CN-34,Anhui
Mainland China,Beijing,CHI,China,CN-11,Beijing
Mainland China,Chongqing,CHI,China,CN-50,Chongqing
Mainland China,Fujian,CHI,China,CN-35,Fujian
Mainland China,Gansu,CHI,China,CN-62,Gansu
Mainland China,Guangdong,CHI,China,CN-44,Guangdong
Mainland China,Guangxi,CHI,China,CN-45,Guangxi
Mainland China,Guizhou,CHI,China,CN-52,Guizhou
Mainland China,Hainan,CHI,China,CN-46,Hainan
Mainland China,Hebei,CHI,China,CN-13,Hebei
Mainland China,Heilongjiang,CHI,China,CN-23,Heilongjiang
Mainland China,Henan,CHI,China,CN-41,Henan
Mainland China,Hubei,CHI,China,CN-42,Hubei
Mainland China,Hunan,CHI,China,CN-43,Hunan
Mainland China,Inner Mongolia,CHI,China,CN-15,Inner Mongolia
Mainland China,Jiangsu,CHI,China,CN-32,Jiangsu
Mainland China,Jiangxi,CHI,China,CN-36,Jiangxi
Mainland China,Jilin,CHI,China,CN-22,Jilin
Mainland China,Liaoning,CHI,China,CN-21,Liaoning
Mainland China,Ningxia,CHI,China,CN-64,Ningxia
Mainland China,Qinghai,CHI,China,CN-63,Qinghai
Mainland China,Shaanxi,CHI,China,CN-61,Shaanxi
Mainland China,Shandong,CHI,China,CN-37,Shandong
Mainland China,Shanghai,CHI,China,CN-31,Shanghai
Mainland China,Shanxi,CHI,China,CN-14,Shanxi
Mainland China,Sichuan,CHI,China,CN-51,Sichuan
Mainland China,Tianjin,CHI,China,CN-12,Tianjin
Mainland China,Tibet,CHI,China,CN-54,Tibet
Mainland China,Xinjiang,CHI,China,CN-65,Xinjiang
Mainland China,Yunnan,CHI,China,CN-53,Yunnan
Mainland China,Zhejiang,CHI,China,CN-33,Zhejiang
Malawi,Malawi,MWI,Malawi,MWI,Malawi
Malaysia,Johor,MYS,Malaysia,MYS,Malaysia
Malaysia,Kedah,MYS,Malaysia,MYS,Malaysia
Malaysia,Kelantan,MYS,Malaysia,MYS,Malaysia
Malaysia,Kuala Lumpur,MYS,Malaysia,MYS,Malaysia
Malaysia,Labuan,MYS,Malaysia,MYS,Malaysia
Malaysia,Malacca,MYS,Malaysia,MYS,Malaysia
Malaysia,Malaysia,MYS,Malaysia,MYS,Malaysia
Malaysia,Negeri Sembilan,MYS,Malaysia,MYS,Malaysia
Malaysia,Pahang,MYS,Malaysia,MYS,Malaysia
Malaysia,Penang,MYS,Malaysia,MYS,Malaysia
Malaysia,Perak,MYS,Malaysia,MYS,Malaysia
Malaysia,Perlis,MYS,Malaysia,MYS,Malaysia
Malaysia,Putrajaya,MYS,Malaysia,MYS,Malaysia
Malaysia,Sabah,MYS,Malaysia,MYS,Malaysia
Malaysia,Sarawak,MYS,Malaysia,MYS,Malaysia
Malaysia,Selangor,MYS,Malaysia,MYS,Malaysia
Malaysia,Terengganu,MYS,Malaysia,MYS,Malaysia
Malaysia,Unknown,MYS,Malaysia,MYS,Malaysia
Maldives,Maldives,MDV,Maldives,MDV,Maldives
Mali,Mali,MLI,Mali,MLI,Mali
Malta,Malta,MLT,Malta,MLT,Malta
Marshall Islands,Marshall Islands,MHL,Marshall Islands,MHL,Marshall Islands
Martinique,Martinique,MTQ,Martinique,MTQ,Martinique
Mauritania,Mauritania,MRT,Mauritania,MRT,Mauritania
Mauritius,Mauritius,MUS,Mauritius,MUS,Mauritius
Mayotte,Mayotte,MYT,Mayotte,MYT,Mayotte
Mexico,Aguascalientes,MEX,Mexico,MX-AGU,Aguascalientes
Mexico,Baja California,MEX,Mexico,MX-BCN,Baja California
Mexico,Baja California Sur,MEX,Mexico,MX-BCS,Baja California Sur
Mexico,Campeche,MEX,Mexico,MX-CAM,Campeche
Mexico,Chiapas,MEX,Mexico,MX-CHP,Chiapas
Mexico,Chihuahua,MEX,Mexico,MX-CHH,Chihuahua
Mexico,Ciudad de Mexico,MEX,Mexico,MX-DIF,"Distrito Federal, MX"
Mexico,Coahuila,MEX,Mexico,MX-COA,Coahuila
Mexico,Colima,MEX,Mexico,MX-COL,Colima
Mexico,Durango,MEX,Mexico,MX-DUR,Durango
Mexico,Guanajuato,MEX,Mexico,MX-GUA,Guanajuato
Mexico,Guerrero,MEX,Mexico,MX-GRO,Guerrero
Mexico,Hidalgo,MEX,Mexico,MX-HID,Hidalgo
Mexico,Jalisco,MEX,Mexico,MX-JAL,Jalisco
Mexico,Mexico,MEX,Mexico,MX-MEX,Mexico State
Mexico,Michoacan,MEX,Mexico,MX-MIC,Michoacan
Mexico,Morelos,MEX,Mexico,MX-MOR,Morelos
Mexico,Nayarit,MEX,Mexico,MX-NAY,Nayarit
Mexico,Nuevo Leon,MEX,Mexico,MX-NLE,Nuevo Leon
Mexico,Oaxaca,MEX,Mexico,MX-OAX,Oaxaca
Mexico,Puebla,MEX,Mexico,MX-PUE,Puebla
Mexico,Queretaro,MEX,Mexico,MX-QUE,Queretaro
Mexico,Quintana Roo,MEX,Mexico,MX-ROO,Quintana Roo
Mexico,San Luis Potosi,MEX,Mexico,MX-SLP,San Luis Potosi
Mexico,Sinaloa,MEX,Mexico,MX-SIN,Sinaloa
Mexico,Sonora,MEX,Mexico,MX-SON,Sonora
Mexico,Tabasco,MEX,Mexico,MX-TAB,Tabasco
Mexico,Tamaulipas,MEX,Mexico,MX-TAM,Tamaulipas
Mexico,Tlaxcala,MEX,Mexico,MX-TLA,Tlaxcala
Mexico,Veracruz,MEX,Mexico,MX-VER,Veracruz
Mexico,Yucatan,MEX,Mexico,MX-YUC,Yucatan
Mexico,Zacatecas,MEX,Mexico,MX-ZAC,Zacatecas
Micronesia,Micronesia,FSM,Micronesia,FSM,Micronesia
Moldova,Moldova,MDA,Moldova,MDA,Moldova
Monaco,Monaco,MCO,Monaco,MCO,Monaco
Mongolia,Mongolia,MNG,Mongolia,MNG,Mongolia
Montenegro,Montenegro,MNE,Montenegro,MNE,Montenegro
Morocco,Morocco,MAR,Morocco,MAR,Morocco
Mozambique,Mozambique,MOZ,Mozambique,MOZ,Mozambique
Namibia,Namibia,NAM,Namibia,NAM,Namibia
Nepal,Bagmati,NPL,Nepal,NPL,Nepal
Nepal,Gandaki,NPL,Nepal,NPL,Nepal
Nepal,Karnali,NPL,Nepal,NPL,Nepal
Nepal,Nepal,NPL,Nepal,NPL,Nepal
Nepal,Province 1,NPL,Nepal,NPL,Nepal
Nepal,Province 2,NPL,Nepal,NPL,Nepal
Nepal,Province 5,NPL,Nepal,NPL,Nepal
Nepal,Sudurpashchim,NPL,Nepal,NPL,Nepal
Netherlands,Aruba,ABW,Aruba,ABW,Aruba
Netherlands,"Bonaire, Sint Eustatius and Saba",NL-BQ3,"Bonaire, Sint Eustatius and Saba",NL-BQ3,"Bonaire, Sint Eustatius and Saba"
Netherlands,Curacao,CUW,Curacao,CUW,Curacao
Netherlands,Drenthe,NLX,Netherlands,NL-DR,Drenthe
Netherlands,Flevoland,NLX,Netherlands,NL-FL,Flevoland
Netherlands,Friesland,NLX,Netherlands,NL-FR,Friesland
Netherlands,Gelderland,NLX,Netherlands,NL-GE,Gelderland
Netherlands,Groningen,NLX,Netherlands,NL-GR,Groningen
Netherlands,Limburg,NLX,Netherlands,NL-LI,"Limburg, NL"
Netherlands,Netherlands,NLX,Netherlands,NLX,Netherlands
Netherlands,Noord-Brabant,NLX,Netherlands,NL-NB,Noord-Brabant
Netherlands,Noord-Holland,NLX,Netherlands,NL-NH,Noord-Holland
Netherlands,Overijssel,NLX,Netherlands,NL-OV,Overijssel
Netherlands,Sint Maarten,SXM,Sint Maarten,SXM,Sint Maarten
Netherlands,Utrecht,NLX,Netherlands,NL-UT,Utrecht
Netherlands,Zeeland,NLX,Netherlands,NL-ZE,Zeeland
Netherlands,Zuid-Holland,NLX,Netherlands,NL-ZH,Zuid-Holland
New Zealand,Cook Islands,COK,Cook Islands,COK,Cook Islands
New Zealand,New Zealand,NZL,New Zealand,NZL,New Zealand
Nicaragua,Nicaragua,NIC,Nicaragua,NIC,Nicaragua
Niger,Niger,NER,Niger,NER,Niger
Nigeria,Nigeria,NGA,Nigeria,NGA,Nigeria
North Ireland,North Ireland,NIR,Northern Ireland,NIR,Northern Ireland
North Macedonia,North Macedonia,MKD,North Macedonia,MKD,North Macedonia
Norway,Norway,NOW,Norway,NOW,Norway
occupied Palestinian territory,occupied Palestinian territory,ISR,Israel,ISR,Israel
Oman,Oman,OMN,Oman,OMN,Oman
Pakistan,Azad Jammu and Kashmir,PAK,Pakistan,PK-JK,Azad Jammu and Kashmir
Pakistan,Balochistan,PAK,Pakistan,PK-BA,Balochistan
Pakistan,Gilgit-Baltistan,PAK,Pakistan,PK-GB,Gilgit-Baltistan
Pakistan,Islamabad,PAK,Pakistan,PK-IS,Islamabad
Pakistan,Khyber Pakhtunkhwa,PAK,Pakistan,PK-KP,Khyber Pakhtunkhwa
Pakistan,Pakistan,PAK,Pakistan,PAK,Pakistan
Pakistan,Punjab,PAK,Pakistan,PK-PB,Punjab
Pakistan,Sindh,PAK,Pakistan,PK-SD,Sindh
Palau,Palau,PLW,Palau,PLW,Palau
Palestine,Palestine,PSX,Palestine,PSX,Palestine
Panama,Panama,PAN,Panama,PAN,Panama
Papua New Guinea,Papua New Guinea,PNX,Papua New Guinea,PNX,Papua New Guinea
Paraguay,Paraguay,PRY,Paraguay,PRY,Paraguay
Peru,Amazonas,PER,Peru,PE-AMA,"Amazonas, PE"
Peru,Ancash,PER,Peru,PE-ANC,Ancash
Peru,Apurimac,PER,Peru,PE-APU,Apurimac
Peru,Arequipa,PER,Peru,PE-ARE,Arequipa
Peru,Ayacucho,PER,Peru,PE-AYA,Ayacucho
Peru,Cajamarca,PER,Peru,PE-CAJ,Cajamarca
Peru,Callao,PER,Peru,PE-CAL,Callao
Peru,Cusco,PER,Peru,PE-CUS,Cusco
Peru,Huancavelica,PER,Peru,PE-HUV,Huancavelica
Peru,Huanuco,PER,Peru,PE-HUC,Huanuco
Peru,Ica,PER,Peru,PE-ICA,Ica
Peru,Junin,PER,Peru,PE-JUN,Junin
Peru,La Libertad,PER,Peru,PE-LAL,La Libertad
Peru,Lambayeque,PER,Peru,PE-LAM,Lambayeque
Peru,Lima,PER,Peru,PE-LIM,Lima
Peru,Loreto,PER,Peru,PE-LOR,Loreto
Peru,Madre de Dios,PER,Peru,PE-MDD,Madre de Dios
Peru,Moquegua,PER,Peru,PE-MOQ,Moquegua
Peru,Pasco,PER,Peru,PE-PAS,Pasco
Peru,Peru,PER,Peru,PER,Peru
Peru,Piura,PER,Peru,PE-PIU,Piura
Peru,Puno,PER,Peru,PE-PUN,Puno
Peru,San Martin,PER,Peru,PE-SAM,San Martin
Peru,Tacna,PER,Peru,PE-TAC,Tacna
Peru,Tumbes,PER,Peru,PE-TUM,Tumbes
Peru,Ucayali,PER,Peru,PE-UCA,Ucayali
Philippines,Philippines,PHL,Philippines,PHL,Philippines
Poland,Dolnoslaskie,POL,Poland,POL,Poland
Poland,Kujawsko-pomorskie,POL,Poland,POL,Poland
Poland,Lodzkie,POL,Poland,POL,Poland
Poland,Lubelskie,POL,Poland,POL,Poland
Poland,Lubuskie,POL,Poland,POL,Poland
Poland,Malopolskie,POL,Poland,POL,Poland
Poland,Mazowieckie,POL,Poland,POL,Poland
Poland,Opolskie,POL,Poland,POL,Poland
Poland,Podkarpackie,POL,Poland,POL,Poland
Poland,Podlaskie,POL,Poland,POL,Poland
Poland,Poland,POL,Poland,POL,Poland
Poland,Pomorskie,POL,Poland,POL,Poland
Poland,Slaskie,POL,Poland,POL,Poland
Poland,Swietokrzyskie,POL,Poland,POL,Poland
Poland,Unknown,POL,Poland,POL,Poland
Poland,Warminsko-mazurskie,POL,Poland,POL,Poland
Poland,Wielkopolskie,POL,Poland,POL,Poland
Poland,Zachodniopomorskie,POL,Poland,POL,Poland
Portugal,Portugal,PRX,Portugal,PRX,Portugal
Puerto Rico,Puerto Rico,PRI,Puerto Rico,PRI,Puerto Rico
Qatar,Qatar,QAT,Qatar,QAT,Qatar
Republic of Ireland,Republic of Ireland,IRL,Ireland,IRL,Ireland
Republic of Korea,Republic of Korea,PRK,North Korea,PRK,North Korea
Republic of Moldova,Republic of Moldova,MDA,Moldova,MDA,Moldova
Republic of the Congo,Republic of the Congo,COD,Congo (Kinshasa),COD,Congo (Kinshasa)
Reunion,Reunion,REU,Reunion,REU,Reunion
Romania,Romania,ROU,Romania,ROU,Romania
Russia,Adygea Republic,RUS,Russia,RU-AD,Adygea Republic
Russia,Altai Krai,RUS,Russia,RU-ALT,Altai Krai
Russia,Altai Republic,RUS,Russia,RU-AL,Altai Republic
Russia,Amur Oblast,RUS,Russia,RU-AMU,Amur Oblast
Russia,Arkhangelsk Oblast,RUS,Russia,RU-ARK,Arkhangelsk Oblast
Russia,Astrakhan Oblast,RUS,Russia,RU-AST,Astrakhan Oblast
Russia,Bashkortostan Republic,RUS,Russia,RU-BA,Bashkortostan Republic
Russia,Belgorod Oblast,RUS,Russia,RU-BEL,Belgorod Oblast
Russia,Bryansk Oblast,RUS,Russia,RU-BRY,Bryansk Oblast
Russia,Buryatia Republic,RUS,Russia,RU-BU,Buryatia Republic
Russia,Chechen Republic,RUS,Russia,RU-CE,Chechen Republic
Russia,Chelyabinsk Oblast,RUS,Russia,RU-CHE,Chelyabinsk Oblast
Russia,Chukotka Autonomous Okrug,RUS,Russia,RU-CHU,Chukotka Autonomous Okrug
Russia,Chuvashia Republic,RUS,Russia,RU-CU,Chuvashia Republic
Russia,Dagestan Republic,RUS,Russia,RU-DA,Dagestan Republic
Russia,Ingushetia Republic,RUS,Russia,RU-IN,Ingushetia Republic
Russia,Irkutsk Oblast,RUS,Russia,RU-IRK,Irkutsk Oblast
Russia,Ivanovo Oblast,RUS,Russia,RU-IVA,Ivanovo Oblast
Russia,Jewish Autonomous Okrug,RUS,Russia,RU-YEV,Jewish Autonomous Okrug
Russia,Kabardino-Balkarian Republic,RUS,Russia,RU-KB,Kabardino-Balkarian Republic
Russia,Kaliningrad Oblast,RUS,Russia,RU-KGD,Kaliningrad Oblast
Russia,Kalmykia Republic,RUS,Russia,RU-KL,Kalmykia Republic
Russia,Kaluga Oblast,RUS,Russia,RU-KLU,Kaluga Oblast
Russia,Kamchatka Krai,RUS,Russia,RU-KAM,Kamchatka Krai
Russia,Karachay-Cherkess Republic,RUS,Russia,RU-KC,Karachay-Cherkess Republic
Russia,Karelia Republic,RUS,Russia,RU-KR,Karelia Republic
Russia,Kemerovo Oblast,RUS,Russia,RU-KEM,Kemerovo Oblast
Russia,Khabarovsk Krai,RUS,Russia,RU-KHA,Khabarovsk Krai
Russia,Khakassia Republic,RUS,Russia,RU-KK,Khakassia Republic
Russia,Khanty-Mansi Autonomous Okrug,RUS,Russia,RU-KHM,Khanty-Mansi Autonomous Okrug
Russia,Kirov Oblast,RUS,Russia,RU-KIR,Kirov Oblast
Russia,Komi Republic,RUS,Russia,RU-KO,Komi Republic
Russia,Kostroma Oblast,RUS,Russia,RU-KOS,Kostroma Oblast
Russia,Krasnodar Krai,RUS,Russia,RU-KDA,Krasnodar Krai
Russia,Krasnoyarsk Krai,RUS,Russia,RU-KYA,Krasnoyarsk Krai
Russia,Kurgan Oblast,RUS,Russia,RU-KGN,Kurgan Oblast
Russia,Kursk Oblast,RUS,Russia,RU-KRS,Kursk Oblast
Russia,Leningrad Oblast,RUS,Russia,RU-LEN,Leningrad Oblast
Russia,Lipetsk Oblast,RUS,Russia,RU-LIP,Lipetsk Oblast
Russia,Magadan Oblast,RUS,Russia,RU-MAG,Magadan Oblast
Russia,Mari El Republic,RUS,Russia,RU-ME,Mari El Republic
Russia,Mordovia Republic,RUS,Russia,RU-MO,Mordovia Republic
Russia,Moscow,RUS,Russia,RU-MOS,Moscow
Russia,Moscow Oblast,RUS,Russia,RU-MOW,Moscow Oblast
Russia,Murmansk Oblast,RUS,Russia,RU-MUR,Murmansk Oblast
Russia,Nenets Autonomous Okrug,RUS,Russia,RU-NEN,Nenets Autonomous Okrug
Russia,Nizhny Novgorod Oblast,RUS,Russia,RU-NIZ,Nizhny Novgorod Oblast
Russia,North Ossetia - Alania Republic,RUS,Russia,RU-SE,North Ossetia - Alania Republic
Russia,Novgorod Oblast,RUS,Russia,RU-NGR,Novgorod Oblast
Russia,Novosibirsk Oblast,RUS,Russia,RU-NVS,Novosibirsk Oblast
Russia,Omsk Oblast,RUS,Russia,RU-OMS,Omsk Oblast
Russia,Orel Oblast,RUS,Russia,RU-ORL,Orel Oblast
Russia,Orenburg Oblast,RUS,Russia,RU-ORE,Orenburg Oblast
Russia,Penza Oblast,RUS,Russia,RU-PNZ,Penza Oblast
Russia,Perm Krai,RUS,Russia,RU-PER,Perm Krai
Russia,Primorsky Krai,RUS,Russia,RU-PRI,Primorsky Krai
Russia,Pskov Oblast,RUS,Russia,RU-PSK,Pskov Oblast
Russia,Rostov Oblast,RUS,Russia,RU-ROS,Rostov Oblast
Russia,Russia,RUS,Russia,RUS,Russia
Russia,Ryazan Oblast,RUS,Russia,RU-RYA,Ryazan Oblast
Russia,Saint Petersburg,RUS,Russia,RU-SPE,Saint Petersburg
Russia,Sakha (Yakutiya) Republic,RUS,Russia,RU-SA,Sakha (Yakutiya) Republic
Russia,Sakhalin Oblast,RUS,Russia,RU-SAK,Sakhalin Oblast
Russia,Samara Oblast,RUS,Russia,RU-SAM,Samara Oblast
Russia,Saratov Oblast,RUS,Russia,RU-SAR,Saratov Oblast
Russia,Smolensk Oblast,RUS,Russia,RU-SMO,Smolensk Oblast
Russia,Stavropol Krai,RUS,Russia,RU-STA,Stavropol Krai
Russia,Sverdlovsk Oblast,RUS,Russia,RU-SVE,Sverdlovsk Oblast
Russia,Tambov Oblast,RUS,Russia,RU-TAM,Tambov Oblast
Russia,Tatarstan Republic,RUS,Russia,RU-TA,Tatarstan Republic
Russia,Tomsk Oblast,RUS,Russia,RU-TOM,Tomsk Oblast
Russia,Tula Oblast,RUS,Russia,RU-TUL,Tula Oblast
Russia,Tver Oblast,RUS,Russia,RU-TVE,Tver Oblast
Russia,Tyumen Oblast,RUS,Russia,RU-TYU,Tyumen Oblast
Russia,Tyva Republic,RUS,Russia,RU-TY,Tyva Republic
Russia,Udmurt Republic,RUS,Russia,RU-UD,Udmurt Republic
Russia,Ulyanovsk Oblast,RUS,Russia,RU-ULY,Ulyanovsk Oblast
Russia,Vladimir Oblast,RUS,Russia,RU-VLA,Vladimir Oblast
Russia,Volgograd Oblast,RUS,Russia,RU-VGG,Volgograd Oblast
Russia,Vologda Oblast,RUS,Russia,RU-VLG,Vologda Oblast
Russia,Voronezh Oblast,RUS,Russia,RU-VOR,Voronezh Oblast
Russia,Yamalo-Nenets Autonomous Okrug,RUS,Russia,RU-YAN,Yamalo-Nenets Autonomous Okrug
Russia,Yaroslavl Oblast,RUS,Russia,RU-YAR,Yaroslavl Oblast
Russia,Zabaykalsky Krai,RUS,Russia,RU-ZAB,Zabaykalsky Krai
Russian Federation,Russian Federation,RUS,Russia,RUS,Russia
Rwanda,Rwanda,RWA,Rwanda,RWA,Rwanda
Saint Barthelemy,Saint Barthelemy,BLM,Saint Barthelemy,BLM,Saint Barthelemy
Saint Kitts and Nevis,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis
Saint Lucia,Saint Lucia,LCA,Saint Lucia,LCA,Saint Lucia
Saint Martin,Saint Martin,SXM,Saint Martin,SXM,Saint Martin
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines
Samoa,Samoa,WSM,Samoa,WSM,Samoa
San Marino,San Marino,SMR,San Marino,SMR,San Marino
Sao Tome and Principe,Sao Tome and Principe,STS,Sao Tome and Principe,STS,Sao Tome and Principe
Saudi Arabia,Saudi Arabia,SAU,Saudi Arabia,SAU,Saudi Arabia
Senegal,Senegal,SEN,Senegal,SEN,Senegal
Serbia,Serbia,SRB,Serbia,SRB,Serbia
Seychelles,Seychelles,SYC,Seychelles,SYC,Seychelles
Sierra Leone,Sierra Leone,SLE,Sierra Leone,SLE,Sierra Leone
Singapore,Singapore,SGP,Singapore,SGP,Singapore
